filename;text;word_count;note_bert_intimité;note_bert_fertilité du language;note_bert_fluidité;note_bert_émotions;note_bert_imaginaire;note_bert_ expert;note_bert_Vulnerable;note_bert_difficulté verbalisation;cluster;residual
Entretien 01 25.05.02_traitement_A;En ce moment, j'ai beaucoup de points d'esprit.;8;5.64;1.25;2.6;3.67;2.06;2.16;4.35;0.83;1.0;0.03680000000000572
Entretien 01 25.05.02_traitement_A;C'est vrai qu'on en parle beaucoup en dentelle.;8;5.13;1.49;1.36;1.92;0.86;4.24;2.26;1.23;3.0;0.8929999999999989
Entretien 01 25.05.02_traitement_A;Ce n'est pas très original comme réponse.;7;3.42;0.57;0.44;0.76;0.81;1.72;1.8;1.13;0.0;0.07380000000000031
Entretien 01 25.05.02_traitement_A;C'est un point qui ne se travaille pas vraiment comme les autres.;12;4.6;1.21;1.12;1.07;1.19;4.19;2.03;1.13;4.0;0.970600000000001
Entretien 01 25.05.02_traitement_A;En fait, en dentelle, c'est du tissage finalement.;8;4.46;0.96;1.17;1.14;0.9;3.38;2.06;1.4;4.0;0.7436999999999987
Entretien 01 25.05.02_traitement_A;C'est un textile ajouré.;4;1.58;0.92;0.61;0.82;0.8;3.16;1.64;1.25;0.0;-0.215800000000002
Entretien 01 25.05.02_traitement_A;Le point d'esprit, c'est un tissage sur un nombre de fils limité et sur une petite partie de l'ouvrage qui va se remplir en créant une grosse densité de matière.;30;3.88;2.58;2.55;1.09;1.64;5.25;0.99;1.15;2.0;-0.21849999999999792
Entretien 01 25.05.02_traitement_A;Le projet sur le tissage, on est deux à le réaliser.;11;2.48;0.75;0.79;1.03;0.97;3.21;1.05;1.1;4.0;-0.24709999999999965
Entretien 01 25.05.02_traitement_A;Ma collègue et moi, on a décidé de reprendre une ancienne façon de faire le point d'esprit à côte.;19;4.46;2.48;3.07;2.33;1.19;6.02;2.47;0.92;3.0;-0.3463999999999947
Entretien 01 25.05.02_traitement_A;On a plus de fils que d'habitude qui partent en longueur.;11;3.42;1.55;1.92;1.07;1.62;3.41;1.25;0.63;2.0;-0.15150000000000174
Entretien 01 25.05.02_traitement_A;Par rapport au souhait des artistes, on leur a montré des échantillons.;12;1.56;0.76;0.69;0.97;1.05;2.98;1.39;0.82;4.0;-0.4886000000000017
Entretien 01 25.05.02_traitement_A;Ils voulaient avoir beaucoup de reliefs, beaucoup de lignes comme ça, successives, qui se collent.;15;2.75;2.1;1.48;1.12;2.14;4.92;1.45;1.37;2.0;-1.7047999999999979
Entretien 01 25.05.02_traitement_A;Nous, on l'a rempli avec du fil épais de lin.;10;1.23;0.77;0.87;0.79;0.69;3.35;1.6;1.19;0.0;-0.47119999999999895
Entretien 01 25.05.02_traitement_A;Ça fait quelque chose qui fait bien des beaux reliefs.;10;3.42;1.6;1.41;2.16;2.55;3.96;1.83;1.02;3.0;-1.4103999999999992
Entretien 01 25.05.02_traitement_A;Ensuite, comme ils souhaitaient avoir la brillance de la soie, par-dessus, on travaille le fil de soie.;17;2.82;1.79;1.62;1.45;0.85;4.9;1.26;1.16;3.0;-0.4913999999999974
Entretien 01 25.05.02_traitement_A;Normalement, un point d'esprit, on fait rapidement.;7;6.88;1.9;3.96;3.01;2.01;2.73;5.38;1.03;1.0;0.3667000000000016
Entretien 01 25.05.02_traitement_A;Celui-ci, il dure deux centimètres.;5;3.09;1.45;1.13;1.06;1.32;2.12;1.37;1.26;4.0;-0.14439999999999653
Entretien 01 25.05.02_traitement_A;On met bien une demi-heure pour le réaliser.;8;3.55;1.0;1.0;0.83;1.17;2.46;2.21;1.53;0.0;0.1391999999999971
Entretien 01 25.05.02_traitement_A;Mais je ne vois pas la demi-heure passer.;8;3.83;0.84;0.85;1.16;2.14;2.09;1.99;1.79;4.0;0.41259999999999986
Entretien 01 25.05.02_traitement_A;Il faut qu'il soit bien rectangulaire.;6;4.16;1.5;1.34;1.23;1.84;4.44;2.87;1.23;4.0;-0.03920000000000634
Entretien 01 25.05.02_traitement_A;Il y a deux poses d'épingle en haut, deux poses d'épingle en bas.;13;3.2;1.83;1.58;1.04;1.11;5.57;1.62;1.06;4.0;-0.4463999999999957
Entretien 01 25.05.02_traitement_A;C'est seulement la tension des mains.;6;3.18;2.4;1.85;0.52;0.88;4.05;2.35;1.43;0.0;-0.059700000000004305
Entretien 01 25.05.02_traitement_A;Là, on a huit fuseaux, donc quatre fuseaux dans chaque main.;11;1.68;1.02;1.2;0.74;0.85;4.29;1.35;0.88;0.0;-0.17600000000000304
Entretien 01 25.05.02_traitement_A;C'est la tension entre les doigts qui va faire que les lignes vont être bien verticales, bien régulières.;18;3.49;3.46;3.51;1.06;2.36;4.57;2.16;1.24;2.0;-0.6010000000000044
Entretien 01 25.05.02_traitement_A;Ça absorbe.;2;1.75;1.36;1.94;1.02;1.71;1.02;1.72;1.62;4.0;-0.7928000000000011
Entretien 01 25.05.02_traitement_A;C'est quelque chose que j'aime bien parce qu'il faut être ultra concentré.;12;4.72;1.94;2.15;4.42;1.66;4.47;2.97;1.23;1.0;-0.5931000000000006
Entretien 01 25.05.02_traitement_A;Celui que je fais, comme il est rectangulaire, j'arrive avec un nombre de fils, mais qui arrivent sur un seul point, on va dire.;24;5.22;3.15;2.37;1.64;3.05;4.89;1.92;1.14;1.0;0.0652999999999917
Entretien 01 25.05.02_traitement_A;Il faut que je les répartisse.;6;4.36;1.12;1.56;1.34;1.63;4.64;3.23;1.53;2.0;-0.024800000000005262
Entretien 01 25.05.02_traitement_A;Ils arrivent verticalement, mes huit fuseaux arrivent verticalement, donc avec huit fils.;12;3.29;1.42;1.59;0.92;1.93;3.29;0.92;1.33;2.0;-0.32970000000000255
Entretien 01 25.05.02_traitement_A;Je dois les répartir sur une largeur de 6 mm.;10;2.09;1.58;1.47;0.85;1.6;3.64;1.63;1.87;0.0;-0.40420000000000256
Entretien 01 25.05.02_traitement_A;Oui, 6-7 mm.;3;2.31;1.51;1.36;0.96;0.81;1.21;1.58;1.75;4.0;-1.0739999999999985
Entretien 01 25.05.02_traitement_A;Et je dois les écarter pour qu'ils deviennent tous parallèles, sauf un qui va faire des allers-retours.;17;4.12;1.16;1.83;1.45;2.53;3.8;1.54;1.23;3.0;-0.36919999999999753
Entretien 01 25.05.02_traitement_A;Donc, mon geste, je vais les séparer, bien les organiser pour qu'il n'y ait pas de torsion dans les fils.;20;5.02;2.52;2.74;2.61;3.02;6.45;3.63;2.36;1.0;-0.22419999999999796
Entretien 01 25.05.02_traitement_A;Je vais planter les deux épingles de démarrage à droite et à gauche pour avoir ma ligne horizontale.;18;2.83;1.55;1.36;1.11;1.59;5.32;1.65;1.4;4.0;-0.5387000000000004
Entretien 01 25.05.02_traitement_A;Et le fil qui va devenir mon balancier, donc celui qui va aller de droite à gauche, en passant dessus, dessous chaque fuseau, ou groupe de fuseaux, parce que j'ai des fuseaux que je prends par deux.;37;4.95;3.28;1.79;2.2;1.95;6.26;1.29;1.1;1.0;-0.05069999999999464
Entretien 01 25.05.02_traitement_A;Alors, j'ai un fil tout seul au milieu, donc avec un fuseau.;12;5.13;0.8;0.56;0.64;0.68;3.68;1.18;0.42;0.0;1.3657000000000026
Entretien 01 25.05.02_traitement_A;J'ai un autre fuseau de chaque côté de ce fil tout seul, donc j'en ai trois au milieu.;18;5.47;0.91;0.51;1.43;0.59;4.04;0.6;0.41;3.0;0.760699999999991
Entretien 01 25.05.02_traitement_A;Et ensuite, il y a un fil avec un fuseau que je passe à droite, au-dessus de mon épingle de droite.;21;3.91;2.01;1.29;0.74;2.14;5.86;2.14;1.02;0.0;0.05549999999999633
Entretien 01 25.05.02_traitement_A;Et ensuite, un fil avec un autre fuseau que je passe à gauche, au-dessus de l'épingle de gauche.;18;3.95;1.57;1.06;0.85;2.04;4.82;1.62;0.98;0.0;0.29950000000000365
Entretien 01 25.05.02_traitement_A;Je prends le fil de soie qui est au centre.;10;4.23;2.08;1.2;0.99;1.64;5.03;1.7;2.19;2.0;0.2527999999999979
Entretien 01 25.05.02_traitement_A;Alors, comme on travaille par paire, il y en a deux, donc il y en a un qui reste au milieu et l'autre qui va partir travailler.;27;5.01;1.97;2.31;2.11;1.45;4.01;0.7;0.54;1.0;0.16120000000000267
Entretien 01 25.05.02_traitement_A;Alors, je tends bien tout.;5;6.27;0.53;1.36;0.84;2.34;2.32;2.67;1.34;2.0;1.163600000000005
Entretien 01 25.05.02_traitement_A;Je ferme les yeux en même temps que je vous parle pour me visualiser.;14;5.52;4.51;4.41;1.47;1.55;7.32;4.23;2.45;2.0;0.10100000000000531
Entretien 01 25.05.02_traitement_A;Alors, attendez, si je n'ai plus de batterie, je branche.;10;4.07;0.97;1.22;0.82;1.16;2.45;1.39;0.76;0.0;1.014300000000004
Entretien 01 25.05.02_traitement_A;Voilà.;1;3.88;1.02;0.81;1.06;0.81;0.22;1.2;1.12;4.0;3.1086244689504383e-15
Entretien 01 25.05.02_traitement_A;Ça charge en même temps.;5;2.26;0.69;1.11;1.5;0.98;1.15;1.56;1.21;4.0;-0.5638999999999976
Entretien 01 25.05.02_traitement_A;J'aligne mes fuseaux pour qu'ils soient tous à la même hauteur, parce que pour avoir un travail régulier, il faut que, quand je tende, je tende mes fils d'une façon égale.;31;5.81;4.2;2.75;1.59;3.12;7.52;1.44;0.92;1.0;0.21699999999999875
Entretien 01 25.05.02_traitement_A;Et donc, sur le fuseau, il y a un petit renflement vers le bas qu'on appelle l'olive, et les doigts viennent se caler dessus.;24;4.32;2.99;2.05;0.79;1.61;5.94;1.32;1.7;0.0;0.3138000000000023
Entretien 01 25.05.02_traitement_A;Et c'est ça qui fait la tension.;7;3.16;2.1;1.28;0.36;1.32;3.33;1.99;1.03;0.0;0.05679999999999863
Entretien 01 25.05.02_traitement_A;Et moi, je ne vais pas regarder mes doigts, mais ce sont mes phalanges qui vont sentir que la tension est égale entre chaque doigt.;25;5.34;3.79;3.82;1.67;3.07;5.42;3.75;1.91;2.0;0.15670000000000606
Entretien 01 25.05.02_traitement_A;Et mes yeux vont regarder le moment qui se croise.;10;4.84;3.02;3.19;1.12;2.5;4.45;3.71;2.0;2.0;0.07010000000000804
Entretien 01 25.05.02_traitement_A;Donc, mes doigts sont vers moi, à peu près à 20 cm de mon buste, et mes yeux sont un petit peu au-dessus, 20-30 cm, encore au-dessus, à l'endroit où les fils se croisent.;34;3.96;4.17;2.83;0.77;2.12;4.98;1.71;1.68;0.0;-0.019199999999996997
Entretien 01 25.05.02_traitement_A;Donc, ce fil qui va faire les allers-retours...;8;2.57;0.79;1.22;1.5;1.17;1.2;2.26;2.49;3.0;-1.105
Entretien 01 25.05.02_traitement_A;Alors là, il passe dessus.;5;5.11;1.37;0.94;0.95;1.31;0.72;2.37;0.91;4.0;0.6378999999999939
Entretien 01 25.05.02_traitement_A;Je vais passer...;3;4.61;1.5;1.68;3.82;2.78;0.2;2.46;2.61;3.0;0.05649999999999533
Entretien 01 25.05.02_traitement_A;Je croise les fuseaux.;4;2.75;1.16;0.59;0.81;0.99;3.24;1.21;0.88;0.0;0.013100000000000112
Entretien 01 25.05.02_traitement_A;Je vais passer mon fuseau qui contient ce fil en dessous de celui qui est à sa droite, puis au-dessus de celui qui est à sa gauche...;27;4.43;1.9;1.49;1.48;2.39;4.01;2.01;2.91;3.0;0.18260000000000165
Entretien 01 25.05.02_traitement_A;Pardon, à sa droite.;4;3.65;0.87;0.97;1.05;1.15;1.21;1.26;1.25;4.0;-0.09809999999999786
Entretien 01 25.05.02_traitement_A;Il passe dessous-dessus.;3;4.21;1.3;0.78;1.16;1.24;1.93;2.26;1.19;4.0;0.20540000000000358
Entretien 01 25.05.02_traitement_A;Alors là, comme j'arrive au bout, à l'endroit où il y a l'épingle de démarrage, je passe au-dessus de l'épingle.;20;5.21;1.88;1.39;0.53;2.33;3.99;2.5;0.84;0.0;0.8669000000000038
Entretien 01 25.05.02_traitement_A;Je ne sais pas si ça correspond à votre question.;10;4.34;0.9;0.56;1.34;0.75;2.17;2.16;3.24;3.0;0.23970000000000535
Entretien 01 25.05.02_traitement_A;Je passe au-dessus de l'épingle, et après, je vais partir complètement vers la gauche avec toujours ce même fil.;19;5.07;1.99;1.27;1.03;2.51;4.96;1.89;1.61;2.0;0.43780000000000374
Entretien 01 25.05.02_traitement_A;Donc, j'ai un, deux, trois, quatre, cinq fuseaux.;8;3.91;0.58;0.94;1.04;0.72;3.21;1.49;1.22;4.0;0.4150999999999989
Entretien 01 25.05.02_traitement_A;Non, j'en ai sept.;4;5.05;0.8;0.89;1.05;0.85;0.31;0.5;0.34;4.0;0.5689999999999964
Entretien 01 25.05.02_traitement_A;Et donc, je vais partir vers la gauche, et je vais faire par groupe.;14;4.0;0.79;1.48;0.81;2.35;3.87;1.09;0.9;2.0;0.11029999999999962
Entretien 01 25.05.02_traitement_A;Oui, ce que je ne vous ai pas dit, c'est que là, j'en ai visualisé cinq, mais au-dessus de l'épingle, j'en passe deux en fils de lin.;27;5.35;2.76;1.62;2.58;1.76;3.78;1.58;1.12;1.0;0.11479999999999446
Entretien 01 25.05.02_traitement_A;Deux, puisque...;2;3.14;0.72;1.31;1.88;1.98;0.0;1.24;2.24;3.0;-0.25879999999999415
Entretien 01 25.05.02_traitement_A;Puisque, en réalité, j'ai huit fils.;6;5.13;1.0;1.26;2.73;1.19;1.15;1.41;1.15;1.0;0.28410000000000046
Entretien 01 25.05.02_traitement_A;C'est très dur de l'expliquer sans avoir les fils dans la main.;12;5.63;3.72;3.97;2.94;1.63;6.0;3.17;1.81;1.0;-0.05210000000000026
Entretien 01 25.05.02_traitement_A;Donc, voilà.;2;3.79;0.99;1.0;1.5;0.69;0.53;1.62;1.41;3.0;0.23070000000000057
Entretien 01 25.05.02_traitement_A;Après, je suis complètement à droite.;6;4.12;0.58;0.68;0.7;1.85;1.44;1.18;0.73;0.0;0.4829999999999979
Entretien 01 25.05.02_traitement_A;Là, je vais repasser.;4;3.85;1.25;1.11;1.37;1.3;2.85;2.76;1.09;4.0;0.36740000000000084
Entretien 01 25.05.02_traitement_A;Les deux fuseaux de droite et les deux fuseaux de gauche, ils restent comme si c'était un seul.;18;2.51;1.24;1.24;1.08;1.56;4.47;1.17;0.92;4.0;-0.8612999999999991
Entretien 01 25.05.02_traitement_A;Donc là, je passe en dessous des deux de droite.;10;3.35;0.94;1.07;0.69;1.83;3.17;2.27;2.33;0.0;0.03929999999999767
Entretien 01 25.05.02_traitement_A;Je vais vers la gauche, puis par-dessus, puis par-dessous, celui qui est au centre, puis par-dessus, puis par-dessous les deux qui sont à gauche.;24;4.35;1.8;1.47;1.24;2.55;3.8;1.2;1.95;2.0;0.0885999999999969
Entretien 01 25.05.02_traitement_A;Et comme c'est mon premier passage vers la gauche, tout en haut du point d'esprit, je passe de nouveau ce fil de soie au-dessus de l'épingle.;26;6.25;3.03;2.35;1.45;2.12;6.88;2.46;1.25;1.0;0.4781000000000004
Entretien 01 25.05.02_traitement_A;Voilà, c'est les deux seules fois où ce fil de soie va passer au-dessus de l'épingle.;16;3.84;1.51;1.06;0.8;0.8;3.71;1.4;1.55;0.0;0.5898000000000017
Entretien 01 25.05.02_traitement_A;Et il fera juste une dernière fois ce passage au-dessus de l'épingle à la fin, au bout des deux centimètres.;20;5.27;1.94;1.44;1.32;2.47;3.6;2.13;1.55;2.0;0.8142000000000023
Entretien 01 25.05.02_traitement_A;Donc là, après, je vais continuer à refaire avec ce fil les passages dessus-dessous, vers la droite, vers la gauche.;20;3.86;1.49;1.74;0.92;1.98;4.16;2.03;2.67;2.0;0.06379999999999342
Entretien 01 25.05.02_traitement_A;Donc à savoir que quand j'arrive complètement à gauche, là, j'étais arrivée...;12;5.17;0.8;1.19;1.45;2.88;0.69;1.36;2.22;3.0;0.44689999999999674
Entretien 01 25.05.02_traitement_A;Alors, attendez...;2;4.35;0.69;1.09;1.67;1.89;0.0;1.2;2.05;3.0;0.1164999999999976
Entretien 01 25.05.02_traitement_A;Dessous, dessus-dessous...;2;2.31;0.68;0.94;1.46;1.08;0.43;1.97;2.3;3.0;-1.2213999999999987
Entretien 01 25.05.02_traitement_A;Donc, je suis arrivée dessous.;5;3.64;0.74;0.62;0.82;0.79;1.17;1.84;1.24;0.0;0.9232999999999998
Entretien 01 25.05.02_traitement_A;Après, je repasse dessus, puisqu'il faut que je fasse le tour de l'extrémité à gauche.;15;4.55;1.08;1.25;1.07;3.32;3.61;1.72;0.9;2.0;0.1325999999999956
Entretien 01 25.05.02_traitement_A;Alors, il y a une étape importante dans le point d'esprit, c'est à quel moment on tend.;17;6.6;4.13;4.63;1.82;3.65;5.13;2.88;1.27;1.0;0.12429999999999097
Entretien 01 25.05.02_traitement_A;Alors, là, je vous ai dit les passages, mais en fait, je m'arrête quand j'arrive au milieu.;17;5.77;1.52;1.95;1.2;2.88;2.98;2.55;0.72;2.0;0.5158000000000031
Entretien 01 25.05.02_traitement_A;Donc, je vais vous le dire en repartant vers la droite.;11;4.07;1.03;1.35;0.86;1.88;3.98;2.27;2.82;2.0;0.3826000000000014
Entretien 01 25.05.02_traitement_A;Alors là, je repars vers la droite.;7;3.45;0.68;0.86;0.52;1.59;2.88;1.09;0.69;0.0;0.04300000000000326
Entretien 01 25.05.02_traitement_A;Donc, avec mes doigts, je tends mes fils, je passe le fuseau qui est complètement à gauche, je le passe au-dessus des deux fuseaux, qui sont à sa droite, puis par-dessous, le fuseau suivant, et par-dessus, le fuseau suivant qui est central.;42;4.21;3.96;2.39;1.0;1.48;6.87;1.67;1.21;2.0;0.02310000000000212
Entretien 01 25.05.02_traitement_A;Et là, en fait, j'attrape quatre fils à droite, quatre fils à gauche, et je tends.;16;4.94;1.9;2.87;1.68;3.91;4.62;1.82;1.15;3.0;-0.0613999999999999
Entretien 01 25.05.02_traitement_A;Et quand je tends, eh bien, surtout, j'écarte bien mes fils à l'extérieur, puisque...;14;5.28;1.3;1.85;4.13;2.59;1.52;1.47;2.61;1.0;0.197400000000008
Entretien 01 25.05.02_traitement_A;Et je tire sur pas le balancier, en plus, je vous ai dit le balancier depuis le début, mais c'est pas le balancier, c'est mon meneur.;26;5.75;1.53;1.32;1.41;1.14;7.49;2.9;1.41;2.0;0.4993999999999996
Entretien 01 25.05.02_traitement_A;Le balancier, c'est le fil qui est au centre et qui ne bouge pas.;14;3.29;1.38;0.91;0.8;0.75;3.74;1.47;1.04;0.0;0.25090000000000057
Entretien 01 25.05.02_traitement_A;Donc, vous voyez, quand on n'a vraiment pas les fils dans les mains, même dans le vocabulaire, on se trompe.;20;5.49;2.35;2.32;2.47;1.26;3.41;3.42;2.38;1.0;0.2334999999999985
Entretien 01 25.05.02_traitement_A;Alors, mon meneur, donc, il se retrouve dans une position centrale.;11;5.33;2.01;1.63;1.39;1.97;3.55;2.56;1.07;2.0;0.9864000000000015
Entretien 01 25.05.02_traitement_A;Donc là, il est dans ma main droite.;8;4.44;1.08;1.2;0.86;1.4;2.04;1.78;2.08;2.0;0.3572000000000015
Entretien 01 25.05.02_traitement_A;Et lui, je tends.;4;5.28;1.24;1.73;1.09;2.73;3.17;3.04;1.6;2.0;0.31920000000000925
Entretien 01 25.05.02_traitement_A;Et en réalité, je regarde où est-ce qu'il se tend.;10;6.73;1.45;2.34;1.11;3.28;4.78;2.16;1.32;2.0;0.9988999999999972
Entretien 01 25.05.02_traitement_A;Donc, il va se tendre à l'extrémité à gauche, mais ça va aussi tirer un petit peu sur l'extrémité à droite, sur la bordure droite.;25;3.84;2.43;2.23;0.93;4.33;5.56;1.82;2.35;2.0;-0.2774999999999954
Entretien 01 25.05.02_traitement_A;Donc, c'est pas le dernier passage, c'est celui qui est de l'autre côté.;13;4.28;1.52;0.88;1.17;2.16;2.78;1.43;1.47;4.0;0.870400000000001
Entretien 01 25.05.02_traitement_A;Et donc, c'est ça qu'il faut regarder, c'est la bordure.;10;4.96;2.07;1.85;1.04;2.17;5.07;1.36;1.32;2.0;0.23700000000000543
Entretien 01 25.05.02_traitement_A;Donc, je tends au milieu.;5;3.04;0.74;0.89;0.75;1.08;2.49;1.78;1.6;0.0;0.028000000000000025
Entretien 01 25.05.02_traitement_A;Après, je vais faire mes passages de droite à gauche, je vais revenir au milieu, je vais tendre, et là, je vais regarder mon avant-dernier, pas la bordure gauche, mais la bordure droite, ou un peu les deux.;38;5.6;3.21;2.57;0.93;4.57;5.84;1.88;1.37;2.0;0.3107999999999942
Entretien 01 25.05.02_traitement_A;Et j'ajuste.;2;5.3;0.94;1.32;1.17;1.8;0.66;2.52;1.16;2.0;0.44449999999999523
Entretien 01 25.05.02_traitement_A;Et au fur et à mesure, comme ça, à chaque fois que j'arrive au milieu, je tends et j'ajuste.;19;5.78;1.7;2.89;0.84;3.86;4.49;2.69;0.7;2.0;0.46460000000001056
Entretien 01 25.05.02_traitement_A;Donc, ça fait glisser les fils vers le haut et en même temps, en écartant vers l'extérieur les fils qui vont tout droit, et bien, ça fait glisser ce meneur vers le haut, ça tasse, comme quand on les mettait à tisser, là, on voit, ça tasse avec leur peigne.;50;4.67;4.37;3.72;1.73;1.52;6.65;1.49;1.37;1.0;-0.16870000000000118
Entretien 01 25.05.02_traitement_A;Donc ça, ça tasse, d'écarter, et pour ajuster, en fait, des fois, on peut faire des points d'esprit qui soient ovale, en croissant, en triangle, il y a toutes sortes.;30;6.17;4.76;4.82;2.27;5.16;5.48;5.8;1.73;1.0;0.06470000000000109
Entretien 01 25.05.02_traitement_A;Donc, le mien, comme il est en rectangle, il faut que ce soit bien droit, et bien, c'est juste ce meneur qui va déterminer que la taille, elle reste pareil, toujours pareil, toujours pareil, jusqu'au bout des 2 centimètres.;39;4.79;3.4;2.24;1.06;1.49;5.78;1.25;2.11;2.0;1.190799999999998
Entretien 01 25.05.02_traitement_A;Donc voilà, un petit moment d'inattention, ça arrive, j'ai un peu trop lâché ou un peu trop serré, ça fait un petit creux ou une petite bosse sur les extérieurs, ça m'arrive de devoir défaire quelques passages parce que j'étais un peu déconcentrée à ce moment-là.;46;6.0;3.16;2.22;3.19;3.5;4.78;3.36;1.27;1.0;0.06720000000000059
Entretien 01 25.05.02_traitement_A;Alors pendant le point d'esprit, vraiment, je pense pas à grand-chose.;11;4.92;0.62;1.54;1.87;3.25;1.63;2.5;0.96;3.0;0.1117999999999979
Entretien 01 25.05.02_traitement_A;Si vous voulez, c'est un peu comme la méditation.;9;4.1;0.63;0.5;1.86;1.66;2.29;3.48;0.92;3.0;-0.018500000000000405
Entretien 01 25.05.02_traitement_A;En méditation, on est disponible d'esprit pour ce qui est présent.;11;5.23;2.42;2.06;1.98;1.44;3.32;2.13;0.68;1.0;0.03209999999999624
Entretien 01 25.05.02_traitement_A;Donc là, vraiment, souvent j'aime bien dire que ça vide la tête, la dentelle, parce que si on n'est pas bien, on dit concentré, mais en fait, c'est le contraire, c'est attentif.;32;6.65;5.3;4.5;5.73;2.86;5.5;4.59;1.86;1.0;0.09580000000000854
Entretien 01 25.05.02_traitement_A;Par contre, il y a d'autres moments dans mon travail où c'est des cordes de quatre, donc là, c'est vraiment un travail très simple.;24;5.05;2.72;2.06;2.69;1.05;5.47;3.42;0.71;1.0;-0.17510000000000492
Entretien 01 25.05.02_traitement_A;Quand même, il faut être concentré mais on peut réfléchir en même temps.;13;3.11;1.48;1.9;2.16;1.23;3.75;3.01;1.2;3.0;-1.4573999999999994
Entretien 01 25.05.02_traitement_A;J'ai beaucoup de collègues qui écoutent de la musique avec des écouteurs, et moi, comme j'ai des problèmes d'acouphènes, donc je ne peux pas mettre des écouteurs dans mes oreilles.;30;3.96;2.36;1.91;3.11;1.15;5.76;2.24;1.03;1.0;-1.4079999999999995
Entretien 01 25.05.02_traitement_A;Non, moi non.;3;5.34;0.7;1.16;1.33;1.03;0.16;2.02;1.01;2.0;0.4737000000000071
Entretien 01 25.05.02_traitement_A;Ça ne me manque pas spécialement.;6;3.67;0.92;1.02;2.01;0.98;0.64;2.65;1.28;3.0;-0.09419999999999895
Entretien 01 25.05.02_traitement_A;Et puis, il y a la musique des fuseaux.;9;3.26;0.97;1.22;1.03;1.45;4.76;1.34;1.12;4.0;-0.05809999999999782
Entretien 01 25.05.02_traitement_A;Des fois, j'aime bien écouter mes fuseaux.;7;4.81;1.33;1.66;2.75;0.91;3.45;2.67;0.99;3.0;-0.03100000000000147
Entretien 01 25.05.02_traitement_A;En plus, ça dépend sur quel support on travaille.;9;2.88;0.73;0.52;0.69;0.68;3.24;0.77;0.97;0.0;0.2822000000000031
Entretien 01 25.05.02_traitement_A;À l'atelier, on a des...;5;1.96;1.04;1.33;1.55;2.33;0.91;1.26;1.88;4.0;-0.7410999999999994
Entretien 01 25.05.02_traitement_A;Beaucoup de dentelières utilisent ça, des cuirs qu'on met en dessous des fuseaux.;13;0.63;0.8;0.56;0.63;0.79;2.83;1.05;1.01;0.0;-0.5514999999999987
Entretien 01 25.05.02_traitement_A;Ça fait un petit tapotement et puis quand les fuseaux se cognent entre eux, ça fait plutôt un petit bruit cling-cling, un petit bruit de bois sec.;27;3.17;2.48;0.98;1.58;1.41;5.52;1.48;1.33;3.0;-0.5109000000000008
Entretien 01 25.05.02_traitement_A;Donc, c'est vraiment agréable.;4;3.65;0.69;0.9;2.07;1.01;1.75;4.2;3.22;3.0;-0.17489999999999783
Entretien 01 25.05.02_traitement_A;Oh là là !;4;4.77;1.61;1.79;3.5;1.47;0.79;3.86;3.8;3.0;-0.03219999999999601
Entretien 01 25.05.02_traitement_A;Le pauvre !;3;4.65;0.97;0.82;2.09;0.51;1.1;2.71;2.11;3.0;0.2927000000000044
Entretien 01 25.05.02_traitement_A;Je redis la même chose, entre guillemets, mais j’étais le fil.;11;3.27;0.69;0.76;0.88;0.86;2.57;1.61;0.91;4.0;0.28179999999999916
Entretien 01 25.05.02_traitement_A;Je me rends compte que j'ai donné beaucoup de détails.;10;4.51;1.36;1.24;2.9;1.15;2.29;2.06;0.94;3.0;-0.08589999999999609
Entretien 01 25.05.02_traitement_A;(20:58 – 21 :12);4;4.09;1.89;2.02;2.09;1.84;1.53;3.06;1.45;3.0;-0.35819999999999297
Entretien 01 25.05.02_traitement_A;C'est très intéressant.;3;5.84;1.11;1.1;3.03;1.11;2.5;2.52;1.59;3.0;1.1725999999999992
Entretien 01 25.05.02_traitement_A;Mais si vous le souhaitez, vous pouvez aussi.;8;5.5;0.89;1.29;2.1;0.95;2.24;3.5;2.46;3.0;0.32670000000000066
Entretien 01 25.05.02_traitement_A;Mais disons que ce n'est pas un attendu, on va dire.;11;5.75;1.58;1.42;3.25;2.6;2.01;3.1;1.67;1.0;0.2259999999999991
Entretien 01 25.05.02_traitement_A;Vous êtes libre de me raconter l'histoire du matériau.;9;2.94;1.46;0.91;1.23;0.72;2.77;2.21;1.1;4.0;-0.22669999999999924
Entretien 01 25.05.02_traitement_A;Comment il vit cette étape du point d'esprit ?;9;4.17;1.05;0.97;2.45;1.04;1.22;2.28;1.51;3.0;-0.06340000000000234
Entretien 01 25.05.02_traitement_A;Le fil qui va faire les trajets, le meneur, le meneur, lui, il se plie en quatre.;17;2.37;1.56;1.28;0.89;0.82;3.86;1.37;1.49;0.0;-0.023300000000001653
Entretien 01 25.05.02_traitement_A;J'ai de la chance là parce que c'est un fil de soie et le fil de soie, il est très solide.;21;6.42;2.87;2.13;2.97;1.04;4.59;1.64;1.24;1.0;0.6533999999999995
Entretien 01 25.05.02_traitement_A;Il a un petit côté élastique.;6;4.48;1.21;0.89;1.88;1.3;3.39;3.23;0.98;3.0;0.07369999999999699
Entretien 01 25.05.02_traitement_A;Lui, je vais le tourner à droite, à gauche.;9;3.34;1.3;1.43;0.92;1.4;4.89;1.83;1.1;4.0;-0.024799999999996825
